"rank","fragment_id","fragment_smiles","total_compounds","tp_count","tn_count","fp_count","fn_count","avg_attribution","min_attribution","inactivity_rate_percent","negative_appearances","total_appearances","negative_consistency_percent","min_attribution_ever","max_attribution_ever","example_tn_compounds","lowest_attribution_example","highest_attribution_example","active_negative_attribution_example","inactive_positive_attribution_example"
14,40008,N-C-NS(=O)(=O)C1=CC=CC=C1,10,0,10,0,0,-0.2303,-0.2544,100.00,10,10,100.0,-0.254,-0.220,Compound: CHEMBL2261583 | SMILES: NC1=NC(NCC(=O)NC(=S)NC2=NC3=CC=C(F)C=C3S2)=C2N=CN(S(=O)(=O)C3=CC=CC=C3)C2=N1 | Attribution: -0.241 | Prediction: 0.023 | MW: 557.6 | LogP: 2.32 || Compound: CHEMBL2261581 | SMILES: NC1=NC(NCC(=O)NC(=S)NC2=NC3=CC([N+](=O)[O-])=CC=C3S2)=C2N=CN(S(=O)(=O)C3=CC=CC=C3)C2=N1 | Attribution: -0.236 | Prediction: 0.023 | MW: 584.6 | LogP: 2.09 || Compound: CHEMBL2261579 | SMILES: NC1=NC(NCC(=O)NC(=S)NC2=NC3=CC=CC=C3S2)=C2N=CN(S(=O)(=O)C3=CC=CC=C3)C2=N1 | Attribution: -0.254 | Prediction: 0.025 | MW: 539.6 | LogP: 2.18,LOWEST ATTR (INACTIVE): CHEMBL2261579 | SMILES: NC1=NC(NCC(=O)NC(=S)NC2=NC3=CC=CC=C3S2)=C2N=CN(S(=O)(=O)C3=CC=CC=C3)C2=N1 | Attribution: -0.254 | Prediction: 0.025 | MW: 539.6 | LogP: 2.18,HIGHEST ATTR (INACTIVE): CHEMBL2261584 | SMILES: COC1=CC=C2N=C(NC(=S)NC(=O)CNC3=NC(N)=NC4=C3N=CN4S(=O)(=O)C3=CC=CC=C3)SC2=C1 | Attribution: -0.220 | Prediction: 0.015 | MW: 569.7 | LogP: 2.19,,
15,20257,NC1=NSC2=CC=CC=C12,10,0,10,0,0,-0.1715,-0.2386,100.00,9,10,90.0,-0.239,-0.066,Compound: CHEMBL405490 | SMILES: O=C1CS/C(=N\C2=NSC3=CC=CC=C23)N1 | Attribution: -0.239 | Prediction: 0.018 | MW: 249.3 | LogP: 2.15 || Compound: CHEMBL263909 | SMILES: O=C1N/C(=N/C2=NSC3=CC=CC=C23)S/C1=C\C1=CC=C(Cl)C=C1 | Attribution: -0.200 | Prediction: 0.059 | MW: 371.9 | LogP: 4.84 || Compound: CHEMBL260125 | SMILES: O=C1N/C(=N/C2=NSC3=CC=CC=C23)S/C1=C\C1=CC=C(O)C=C1 | Attribution: -0.238 | Prediction: 0.044 | MW: 353.4 | LogP: 3.89,LOWEST ATTR (INACTIVE): CHEMBL405490 | SMILES: O=C1CS/C(=N\C2=NSC3=CC=CC=C23)N1 | Attribution: -0.239 | Prediction: 0.018 | MW: 249.3 | LogP: 2.15,HIGHEST ATTR (INACTIVE): CHEMBL264164 | SMILES: O=C1N/C(=N/C2=NSC3=CC=CC=C23)S/C1=C\C1=CC=CC=C1Cl | Attribution: -0.066 | Prediction: 0.061 | MW: 371.9 | LogP: 4.84,,
16,49136,CC(C)CCS,9,0,9,0,0,-0.3310,-0.3686,100.00,9,9,100.0,-0.369,-0.269,Compound: CHEMBL460936 | SMILES: CC1(C)CCSC2=CC=C(C#CC3=CC=C(C4=NC5=CC=CC=C5N4)C=C3)C=C21 | Attribution: -0.361 | Prediction: 0.036 | MW: 394.5 | LogP: 6.40 || Compound: CHEMBL472207 | SMILES: CC1(C)CCSC2=CC=C(C#CC3=CC=C(C4=NC5=CC=CC=C5N4S(=O)(=O)C(F)(F)F)C=C3)C=C21 | Attribution: -0.343 | Prediction: 0.034 | MW: 526.6 | LogP: 6.57 || Compound: CHEMBL472371 | SMILES: CCN1C(C2=CC=C(C#CC3=CC=C4SCCC(C)(C)C4=C3)C=C2)=NC2=CC=CC=C21 | Attribution: -0.369 | Prediction: 0.021 | MW: 422.6 | LogP: 6.90,LOWEST ATTR (INACTIVE): CHEMBL472371 | SMILES: CCN1C(C2=CC=C(C#CC3=CC=C4SCCC(C)(C)C4=C3)C=C2)=NC2=CC=CC=C21 | Attribution: -0.369 | Prediction: 0.021 | MW: 422.6 | LogP: 6.90,HIGHEST ATTR (INACTIVE): CHEMBL511281 | SMILES: CCCCN1C(C2=CC=C(C#CC3=CC=C4SCCC(C)(C)C4=C3)C=C2)=NC2=CC=CC=C21 | Attribution: -0.269 | Prediction: 0.020 | MW: 450.7 | LogP: 7.68,,
17,49134,C#CC1=CC=C2SCCC(C)(C)C2=C1,9,0,9,0,0,-0.2787,-0.3410,100.00,9,9,100.0,-0.341,-0.239,Compound: CHEMBL470116 | SMILES: CCCN1C(C2=CC=C(C#CC3=CC=C4SCCC(C)(C)C4=C3)C=C2)=NC2=CC=CC=C21 | Attribution: -0.289 | Prediction: 0.020 | MW: 436.6 | LogP: 7.29 || Compound: CHEMBL460936 | SMILES: CC1(C)CCSC2=CC=C(C#CC3=CC=C(C4=NC5=CC=CC=C5N4)C=C3)C=C21 | Attribution: -0.341 | Prediction: 0.036 | MW: 394.5 | LogP: 6.40 || Compound: CHEMBL472371 | SMILES: CCN1C(C2=CC=C(C#CC3=CC=C4SCCC(C)(C)C4=C3)C=C2)=NC2=CC=CC=C21 | Attribution: -0.313 | Prediction: 0.021 | MW: 422.6 | LogP: 6.90,LOWEST ATTR (INACTIVE): CHEMBL460936 | SMILES: CC1(C)CCSC2=CC=C(C#CC3=CC=C(C4=NC5=CC=CC=C5N4)C=C3)C=C21 | Attribution: -0.341 | Prediction: 0.036 | MW: 394.5 | LogP: 6.40,HIGHEST ATTR (INACTIVE): CHEMBL511281 | SMILES: CCCCN1C(C2=CC=C(C#CC3=CC=C4SCCC(C)(C)C4=C3)C=C2)=NC2=CC=CC=C21 | Attribution: -0.239 | Prediction: 0.020 | MW: 450.7 | LogP: 7.68,,
18,36653,NC(=S)NNC(=O)C1=CC=CC=C1,8,0,8,0,0,-0.3808,-0.3808,100.00,8,8,100.0,-0.381,-0.381,Compound: CHEMBL4515860 | SMILES: O=C(NNC(=S)NC1=CC=CC(F)=C1)C1=CC=CC=C1 | Attribution: -0.381 | Prediction: 0.089 | MW: 289.3 | LogP: 2.46 || Compound: CHEMBL1309138 | SMILES: O=C(NNC(=S)NC1=CC=CC(Cl)=C1)C1=CC=CC=C1 | Attribution: -0.381 | Prediction: 0.115 | MW: 305.8 | LogP: 2.97 || Compound: CHEMBL4476543 | SMILES: O=C(NNC(=S)NC1=CC=C(F)C=C1)C1=CC=CC=C1 | Attribution: -0.381 | Prediction: 0.123 | MW: 289.3 | LogP: 2.46,LOWEST ATTR (INACTIVE): CHEMBL4578193 | SMILES: O=C(NNC(=S)NC1=CC=C(Cl)C(Cl)=C1)C1=CC=CC=C1 | Attribution: -0.381 | Prediction: 0.155 | MW: 340.2 | LogP: 3.62,HIGHEST ATTR (INACTIVE): CHEMBL1419769 | SMILES: O=C(NNC(=S)NC1=CC=C(Cl)C=C1)C1=CC=CC=C1 | Attribution: -0.381 | Prediction: 0.223 | MW: 305.8 | LogP: 2.97,,
19,9885,NCCS(=O)=O,8,0,8,0,0,-0.2931,-0.3285,100.00,8,8,100.0,-0.328,-0.262,Compound: CHEMBL4095500 | SMILES: CC(C)=CCC1=CC(O)=CC2=C1OC(C=C(C)C)C1=C2C(=O)C2=C(C1=O)S(=O)(=O)CCN2 | Attribution: -0.328 | Prediction: 0.040 | MW: 455.5 | LogP: 2.76 || Compound: CHEMBL4075495 | SMILES: CC(C)=CCC1=CC2=C(C=C1O)C1=C(C(=O)C3=C(NCCS3(=O)=O)C1=O)C(C=C(C)C)O2 | Attribution: -0.305 | Prediction: 0.041 | MW: 455.5 | LogP: 2.76 || Compound: CHEMBL4075066 | SMILES: CC(C)=CCC1=CC(O)=CC2=C1OC(C=C(C)C)C1=C2C(=O)C2=C(NCCS2(=O)=O)C1=O | Attribution: -0.328 | Prediction: 0.040 | MW: 455.5 | LogP: 2.76,LOWEST ATTR (INACTIVE): CHEMBL4095500 | SMILES: CC(C)=CCC1=CC(O)=CC2=C1OC(C=C(C)C)C1=C2C(=O)C2=C(C1=O)S(=O)(=O)CCN2 | Attribution: -0.328 | Prediction: 0.040 | MW: 455.5 | LogP: 2.76,HIGHEST ATTR (INACTIVE): CHEMBL4087793 | SMILES: CC(C)=CCC/C(C)=C/CC1=CC(O)=CC2=C1OC(/C=C(\C)CCC=C(C)C)C1=C2C(=O)C2=C(NCCS2(=O)=O)C1=O | Attribution: -0.262 | Prediction: 0.035 | MW: 591.8 | LogP: 6.22,,
20,28773,N-N-N[C@@H]1C[C@H](O)[C@@H](O)[C@H]1O,8,0,8,0,0,-0.1881,-0.2814,100.00,7,8,87.5,-0.281,-0.080,Compound: CHEMBL4797261 | SMILES: NC1=NC(SCCCO)=NC2=C1N=NN2[C@@H]1C[C@H](O)[C@@H](O)[C@H]1O | Attribution: -0.226 | Prediction: 0.041 | MW: 342.4 | LogP: -1.69 || Compound: CHEMBL4781447 | SMILES: C[C@H](O)CSC1=NC(N[C@@H]2C[C@H]2C2=CC=C(F)C(F)=C2)=C2N=NN([C@@H]3C[C@H](O)[C@@H](O)[C@H]3O)C2=N1 | Attribution: -0.281 | Prediction: 0.113 | MW: 494.5 | LogP: 0.97 || Compound: CHEMBL4792603 | SMILES: OCCCSC1=NC(N[C@@H]2C[C@H]2C2=CC=C(F)C(F)=C2)=C2N=NN([C@@H]3C[C@H](O)[C@@H](O)[C@H]3O)C2=N1 | Attribution: -0.245 | Prediction: 0.057 | MW: 494.5 | LogP: 0.97,LOWEST ATTR (INACTIVE): CHEMBL4781447 | SMILES: C[C@H](O)CSC1=NC(N[C@@H]2C[C@H]2C2=CC=C(F)C(F)=C2)=C2N=NN([C@@H]3C[C@H](O)[C@@H](O)[C@H]3O)C2=N1 | Attribution: -0.281 | Prediction: 0.113 | MW: 494.5 | LogP: 0.97,HIGHEST ATTR (INACTIVE): CHEMBL4795104 | SMILES: CCCSC1=NC(N)=C2N=NN([C@@H]3C[C@H](O)[C@@H](O)[C@H]3O)C2=N1 | Attribution: -0.080 | Prediction: 0.069 | MW: 326.4 | LogP: -0.67,,
21,9884,O=CC1=C(C=O)S(=O)(=O)CCN1,8,0,8,0,0,-0.1747,-0.2267,100.00,8,8,100.0,-0.227,-0.136,Compound: CHEMBL4075066 | SMILES: CC(C)=CCC1=CC(O)=CC2=C1OC(C=C(C)C)C1=C2C(=O)C2=C(NCCS2(=O)=O)C1=O | Attribution: -0.225 | Prediction: 0.040 | MW: 455.5 | LogP: 2.76 || Compound: CHEMBL4075495 | SMILES: CC(C)=CCC1=CC2=C(C=C1O)C1=C(C(=O)C3=C(NCCS3(=O)=O)C1=O)C(C=C(C)C)O2 | Attribution: -0.183 | Prediction: 0.041 | MW: 455.5 | LogP: 2.76 || Compound: CHEMBL4095500 | SMILES: CC(C)=CCC1=CC(O)=CC2=C1OC(C=C(C)C)C1=C2C(=O)C2=C(C1=O)S(=O)(=O)CCN2 | Attribution: -0.227 | Prediction: 0.040 | MW: 455.5 | LogP: 2.76,LOWEST ATTR (INACTIVE): CHEMBL4095500 | SMILES: CC(C)=CCC1=CC(O)=CC2=C1OC(C=C(C)C)C1=C2C(=O)C2=C(C1=O)S(=O)(=O)CCN2 | Attribution: -0.227 | Prediction: 0.040 | MW: 455.5 | LogP: 2.76,HIGHEST ATTR (INACTIVE): CHEMBL4087793 | SMILES: CC(C)=CCC/C(C)=C/CC1=CC(O)=CC2=C1OC(/C=C(\C)CCC=C(C)C)C1=C2C(=O)C2=C(NCCS2(=O)=O)C1=O | Attribution: -0.136 | Prediction: 0.035 | MW: 591.8 | LogP: 6.22,,
22,15411,O=[N+]([O-])C1=CC=C(CN2CCN(C3=CC=CC=C3F)CC2)O1,9,1,8,0,0,-0.1712,-0.2531,88.89,8,9,88.9,-0.253,0.018,Compound: CHEMBL569393 | SMILES: O=C1O[C@@H](CO)CN1C1=CC=C(N2CCN(CC3=CC=C([N+](=O)[O-])O3)CC2)C(F)=C1 | Attribution: -0.251 | Prediction: 0.355 | MW: 420.4 | LogP: 1.97 || Compound: CHEMBL568864 | SMILES: CN(C)C(=S)NC[C@H]1CN(C2=CC=C(N3CCN(CC4=CC=C([N+](=O)[O-])O4)CC3)C(F)=C2)C(=O)O1 | Attribution: -0.253 | Prediction: 0.315 | MW: 506.6 | LogP: 2.41 || Compound: CHEMBL570236 | SMILES: O=C1O[C@@H](CN=C=S)CN1C1=CC=C(N2CCN(CC3=CC=C([N+](=O)[O-])O3)CC2)C(F)=C1 | Attribution: -0.212 | Prediction: 0.115 | MW: 461.5 | LogP: 3.08,LOWEST ATTR (INACTIVE): CHEMBL568864 | SMILES: CN(C)C(=S)NC[C@H]1CN(C2=CC=C(N3CCN(CC4=CC=C([N+](=O)[O-])O4)CC3)C(F)=C2)C(=O)O1 | Attribution: -0.253 | Prediction: 0.315 | MW: 506.6 | LogP: 2.41,HIGHEST ATTR (ACTIVE): CHEMBL488448 | SMILES: O=C1O[C@@H](CN2C=CN=N2)CN1C1=CC=C(N2CCN(CC3=CC=C([N+](=O)[O-])O3)CC2)C(F)=C1 | Attribution: 0.018 | Prediction: 0.865 | MW: 471.4 | LogP: 2.27,,
23,6891,CCC(=O)C1=CC=NC2=CC=C(OC)C=C12,8,0,8,0,0,-0.1325,-0.2888,100.00,4,8,50.0,-0.289,-0.054,Compound: CHEMBL2159969 | SMILES: COC(=O)[C@H]1CN(CCS(=O)(=O)C2=CC=C[Se]2)CC[C@H]1CCC(=O)C1=CC=NC2=CC=C(OC)C=C12 | Attribution: -0.215 | Prediction: 0.030 | MW: 577.6 | LogP: 2.85 || Compound: CHEMBL2159967 | SMILES: COC(=O)[C@H]1CN(CCSC2=C(P(=O)(OC(C)C)OC(C)C)C=CS2)CC[C@H]1CCC(=O)C1=CC=NC2=CC=C(OC)C=C12 | Attribution: -0.146 | Prediction: 0.007 | MW: 662.8 | LogP: 6.84 || Compound: CHEMBL2159970 | SMILES: COC(=O)[C@H]1CN(CCSC2=CC=C(C(F)F)[Se]2)CC[C@H]1CCC(=O)C1=CC=NC2=CC=C(OC)C=C12 | Attribution: -0.289 | Prediction: 0.038 | MW: 595.6 | LogP: 5.10,LOWEST ATTR (INACTIVE): CHEMBL2159970 | SMILES: COC(=O)[C@H]1CN(CCSC2=CC=C(C(F)F)[Se]2)CC[C@H]1CCC(=O)C1=CC=NC2=CC=C(OC)C=C12 | Attribution: -0.289 | Prediction: 0.038 | MW: 595.6 | LogP: 5.10,HIGHEST ATTR (INACTIVE): CHEMBL2159966 | SMILES: COC(=O)[C@H]1CN(CCSC2=CC=CS2)CC[C@H]1CCC(=O)C1=CC=NC2=CC=C(OC)C=C12 | Attribution: -0.054 | Prediction: 0.025 | MW: 498.7 | LogP: 5.17,,
24,122949,C=C/C1=CC(=O)C(OC2=CC=C(Cl)C=C2C)=CO1,7,0,7,0,0,-0.3155,-0.3501,100.00,7,7,100.0,-0.350,-0.242,Compound: CHEMBL3623397 | SMILES: CC1=CC(Cl)=CC=C1OC1=COC(/C=C/C2=COC=C2)=CC1=O | Attribution: -0.344 | Prediction: 0.026 | MW: 328.8 | LogP: 5.16 || Compound: CHEMBL3623398 | SMILES: CC1=CC(Cl)=CC=C1OC1=COC(/C=C/C2=CC=CO2)=CC1=O | Attribution: -0.340 | Prediction: 0.081 | MW: 328.8 | LogP: 5.16 || Compound: CHEMBL3623401 | SMILES: CC1=CC(Cl)=CC=C1OC1=COC(/C=C/C2=CC=CS2)=CC1=O | Attribution: -0.350 | Prediction: 0.020 | MW: 344.8 | LogP: 5.63,LOWEST ATTR (INACTIVE): CHEMBL3623401 | SMILES: CC1=CC(Cl)=CC=C1OC1=COC(/C=C/C2=CC=CS2)=CC1=O | Attribution: -0.350 | Prediction: 0.020 | MW: 344.8 | LogP: 5.63,HIGHEST ATTR (INACTIVE): CHEMBL3623402 | SMILES: CC1=CC(Cl)=CC=C1OC1=COC(/C=C/C2=CC=CN2)=CC1=O | Attribution: -0.242 | Prediction: 0.049 | MW: 327.8 | LogP: 4.89,,
25,36520,CN1C(N)=CC(=O)N(C)C1=O,8,1,7,0,0,-0.1465,-0.3299,87.50,6,8,75.0,-0.330,0.202,Compound: CHEMBL3104937 | SMILES: CC1=CC=C2OC(=O)C(C(C3=CC=C(C#N)C=C3)C3=C(N)N(C)C(=O)N(C)C3=O)=C(O)C2=C1 | Attribution: -0.262 | Prediction: 0.087 | MW: 444.4 | LogP: 1.84 || Compound: CHEMBL3104939 | SMILES: COC1=CC=C(C(C2=C(O)C3=CC(C)=CC=C3OC2=O)C2=C(N)N(C)C(=O)N(C)C2=O)C=C1 | Attribution: -0.288 | Prediction: 0.088 | MW: 449.5 | LogP: 1.98 || Compound: CHEMBL3104936 | SMILES: CC1=CC(O)=C(C(C2=C(N)N(C)C(=O)N(C)C2=O)C2CCCCC2)C(=O)O1 | Attribution: -0.330 | Prediction: 0.062 | MW: 375.4 | LogP: 1.35,LOWEST ATTR (INACTIVE): CHEMBL3104936 | SMILES: CC1=CC(O)=C(C(C2=C(N)N(C)C(=O)N(C)C2=O)C2CCCCC2)C(=O)O1 | Attribution: -0.330 | Prediction: 0.062 | MW: 375.4 | LogP: 1.35,HIGHEST ATTR (ACTIVE): CHEMBL3104930 | SMILES: CN1C(N)=C(C(C2=CN(C3=CC=CC=C3)N=C2C2=CC=CC=C2)C2=C(O)C3=CC(F)=CC=C3OC2=O)C(=O)N(C)C1=O | Attribution: 0.202 | Prediction: 0.660 | MW: 565.6 | LogP: 3.65,,INACTIVE w/ POS ATTR: CHEMBL3104941 | SMILES: CC1=CC=C2OC(=O)C(C(C3=CC=C(C(C)C)C=C3)C3=C(N)N(C)C(=O)N(C)C3=O)=C(O)C2=C1 | Attribution: 0.031 | Prediction: 0.163 | MW: 461.5
26,88224,O=C1C(F)=CN=C2ON=CN12,7,0,7,0,0,-0.1339,-0.3197,100.00,5,7,71.4,-0.320,-0.033,Compound: CHEMBL5285113 | SMILES: O=C1C(F)=CN=C2ON=C(C3=CC=C(Cl)C=C3Cl)N12 | Attribution: -0.180 | Prediction: 0.131 | MW: 300.1 | LogP: 2.80 || Compound: CHEMBL5277995 | SMILES: O=C1C(F)=CN=C2ON=C(C3=CC=C(Cl)C=C3)N12 | Attribution: -0.126 | Prediction: 0.112 | MW: 265.6 | LogP: 2.14 || Compound: CHEMBL5271170 | SMILES: O=C1C(F)=CN=C2ON=C(C3=CC=CC=C3Cl)N12 | Attribution: -0.320 | Prediction: 0.068 | MW: 265.6 | LogP: 2.14,LOWEST ATTR (INACTIVE): CHEMBL5271170 | SMILES: O=C1C(F)=CN=C2ON=C(C3=CC=CC=C3Cl)N12 | Attribution: -0.320 | Prediction: 0.068 | MW: 265.6 | LogP: 2.14,HIGHEST ATTR (INACTIVE): CHEMBL5291005 | SMILES: O=C1C(F)=CN=C2ON=C(C3=CC=CC(Cl)=C3Cl)N12 | Attribution: -0.033 | Prediction: 0.189 | MW: 300.1 | LogP: 2.80,,
27,36871,O=C(-O)-C-CCC1=C2C=CC=CC2=NC2=CC=CC=C12,7,0,7,0,0,-0.1121,-0.1827,100.00,5,7,71.4,-0.183,-0.007,Compound: CHEMBL1270381 | SMILES: CC1=CC=C2C(CC3=C4C=CC=CC4=NC4=CC=CC=C34)=CC(=O)OC2=C1 | Attribution: -0.156 | Prediction: 0.178 | MW: 351.4 | LogP: 5.39 || Compound: CHEMBL1270380 | SMILES: O=C1C=C(CC2=C3C=CC=CC3=NC3=CC=CC=C23)C2=CC=C([N+](=O)[O-])C=C2O1 | Attribution: -0.161 | Prediction: 0.155 | MW: 382.4 | LogP: 4.99 || Compound: CHEMBL1270281 | SMILES: O=C1C=C(CC2=C3C=CC=CC3=NC3=CC=CC=C23)C2=CC=CC=C2O1 | Attribution: -0.183 | Prediction: 0.129 | MW: 337.4 | LogP: 5.09,LOWEST ATTR (INACTIVE): CHEMBL1270281 | SMILES: O=C1C=C(CC2=C3C=CC=CC3=NC3=CC=CC=C23)C2=CC=CC=C2O1 | Attribution: -0.183 | Prediction: 0.129 | MW: 337.4 | LogP: 5.09,HIGHEST ATTR (INACTIVE): CHEMBL1270673 | SMILES: O=C1C=C(CC2=C3C=CC=CC3=NC3=CC=CC=C23)C2=CC(O)=CC=C2O1 | Attribution: -0.007 | Prediction: 0.304 | MW: 353.4 | LogP: 4.79,,
28,31800,C=C/C(=O)C1=CC=C(OC)C(S(N)(=O)=O)=C1,6,0,6,0,0,-0.3808,-0.3808,100.00,6,6,100.0,-0.381,-0.381,Compound: CHEMBL4439271 | SMILES: COC1=CC=C(/C=C/C(=O)C2=CC=C(OC)C(S(N)(=O)=O)=C2)C=C1 | Attribution: -0.381 | Prediction: 0.095 | MW: 347.4 | LogP: 2.25 || Compound: CHEMBL4460810 | SMILES: COC1=CC=C(C(=O)/C=C/C2=CC=C(Cl)C=C2)C=C1S(N)(=O)=O | Attribution: -0.381 | Prediction: 0.096 | MW: 351.8 | LogP: 2.89 || Compound: CHEMBL4564831 | SMILES: COC1=CC=C(C(=O)/C=C/C2=CC=C(C)C=C2)C=C1S(N)(=O)=O | Attribution: -0.381 | Prediction: 0.101 | MW: 331.4 | LogP: 2.55,LOWEST ATTR (INACTIVE): CHEMBL4439271 | SMILES: COC1=CC=C(/C=C/C(=O)C2=CC=C(OC)C(S(N)(=O)=O)=C2)C=C1 | Attribution: -0.381 | Prediction: 0.095 | MW: 347.4 | LogP: 2.25,HIGHEST ATTR (INACTIVE): CHEMBL4549830 | SMILES: COC1=CC=C(C(=O)/C=C/C2=CC=CC=C2)C=C1S(N)(=O)=O | Attribution: -0.381 | Prediction: 0.163 | MW: 317.4 | LogP: 2.24,,
29,82647,C=C(C)CCC=O,6,0,6,0,0,-0.3666,-0.3808,100.00,6,6,100.0,-0.381,-0.296,Compound: CHEMBL1689072 | SMILES: C=C(C)[C@H]1CC(=O)[C@]2(C)C/C=C(/C)CC/C=C(\C)CC[C@@H]12 | Attribution: -0.381 | Prediction: 0.027 | MW: 286.5 | LogP: 5.63 || Compound: CHEMBL1689071 | SMILES: C=C(C)[C@H]1CC(=O)[C@]2(C)C/C=C(\C)CC/C=C(\C)CC[C@@H]12 | Attribution: -0.381 | Prediction: 0.027 | MW: 286.5 | LogP: 5.63 || Compound: CHEMBL1689077 | SMILES: C=C(C)[C@H]1CC(=O)[C@]2(C)C[C@@H]3O[C@@]3(C)CC/C=C(\C)CC[C@@H]12 | Attribution: -0.381 | Prediction: 0.039 | MW: 302.5 | LogP: 4.84,LOWEST ATTR (INACTIVE): CHEMBL1689077 | SMILES: C=C(C)[C@H]1CC(=O)[C@]2(C)C[C@@H]3O[C@@]3(C)CC/C=C(\C)CC[C@@H]12 | Attribution: -0.381 | Prediction: 0.039 | MW: 302.5 | LogP: 4.84,HIGHEST ATTR (INACTIVE): CHEMBL1689073 | SMILES: C=C(C)[C@@H]1CC(=O)[C@]2(C)C/C=C(\C)CC/C=C(\C)CC[C@@H]12 | Attribution: -0.296 | Prediction: 0.035 | MW: 286.5 | LogP: 5.63,,
30,4250,CCCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,6,0,6,0,0,-0.2908,-0.3808,100.00,5,6,83.3,-0.381,0.125,Compound: CHEMBL5278489 | SMILES: O=C1N[C@H]2[C@H](CS[C@H]2CCCCCC2=CN(C(C3=CC=C(C(=O)NCC4=CC=NC=C4)C=C3)C3=CC=CC(F)=C3)N=N2)N1 | Attribution: -0.381 | Prediction: 0.091 | MW: 599.7 | LogP: 4.65 || Compound: CHEMBL5290723 | SMILES: O=C1N[C@H]2[C@H](CS[C@H]2CCCCCC2=CN(C(C3=CC=C(C(=O)NCC4=CC=CC=C4)C=C3)C3=CC=CC(F)=C3)N=N2)N1 | Attribution: -0.381 | Prediction: 0.102 | MW: 598.7 | LogP: 5.25 || Compound: CHEMBL5289045 | SMILES: O=C1N[C@H]2[C@H](CS[C@H]2CCCCCC2=CN(C(C3=CC=C(C(=O)NCC4=CC=CN=C4)C=C3)C3=CC=CC(F)=C3)N=N2)N1 | Attribution: -0.381 | Prediction: 0.106 | MW: 599.7 | LogP: 4.65,LOWEST ATTR (INACTIVE): CHEMBL5289045 | SMILES: O=C1N[C@H]2[C@H](CS[C@H]2CCCCCC2=CN(C(C3=CC=C(C(=O)NCC4=CC=CN=C4)C=C3)C3=CC=CC(F)=C3)N=N2)N1 | Attribution: -0.381 | Prediction: 0.106 | MW: 599.7 | LogP: 4.65,HIGHEST ATTR (INACTIVE): CHEMBL5277604 | SMILES: NC(=O)CCCCNC(=O)C1=CC=C(C(C2=CC=CC(F)=C2)N2C=C(CCCCC[C@@H]3SC[C@@H]4NC(=O)N[C@@H]43)N=N2)C=C1 | Attribution: 0.125 | Prediction: 0.212 | MW: 607.8 | LogP: 3.71,,INACTIVE w/ POS ATTR: CHEMBL5277604 | SMILES: NC(=O)CCCCNC(=O)C1=CC=C(C(C2=CC=CC(F)=C2)N2C=C(CCCCC[C@@H]3SC[C@@H]4NC(=O)N[C@@H]43)N=N2)C=C1 | Attribution: 0.125 | Prediction: 0.212 | MW: 607.8
31,17948,C[C@H](O)CO,9,3,6,0,0,-0.2042,-0.3511,66.67,7,9,77.8,-0.351,0.136,Compound: CHEMBL5272740 | SMILES: CC(=O)C1=C(O)C=C2OC([C@@H](O)[C@H](C)O)=CC3=C2C1=CC=C3 | Attribution: -0.303 | Prediction: 0.147 | MW: 300.3 | LogP: 2.22 || Compound: CHEMBL506566 | SMILES: CC(=O)O[C@H]1[C@H](OC2=CC=C(O)C=C2[C@@H]2CC(=O)C3=C(O)C=C(O)C=C3O2)O[C@@H](C)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O | Attribution: -0.302 | Prediction: 0.075 | MW: 638.6 | LogP: -0.89 || Compound: CHEMBL505890 | SMILES: CC(=O)OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](C)O[C@@H](OC3=CC=C(O)C=C3[C@@H]3CC(=O)C4=C(O)C=C(O)C=C4O3)[C@@H]2OC(C)=O)[C@H](O)[C@@H](O)[C@@H]1O | Attribution: -0.351 | Prediction: 0.088 | MW: 680.6 | LogP: -0.32,LOWEST ATTR (INACTIVE): CHEMBL505890 | SMILES: CC(=O)OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](C)O[C@@H](OC3=CC=C(O)C=C3[C@@H]3CC(=O)C4=C(O)C=C(O)C=C4O3)[C@@H]2OC(C)=O)[C@H](O)[C@@H](O)[C@@H]1O | Attribution: -0.351 | Prediction: 0.088 | MW: 680.6 | LogP: -0.32,HIGHEST ATTR (ACTIVE): CHEMBL3394191 | SMILES: C[C@H]1COC2(CCN(C3=NC(=O)C4=CC(C(F)(F)F)=CC([N+](=O)[O-])=C4[S+]3[O-])CC2)O1 | Attribution: 0.136 | Prediction: 0.865 | MW: 447.4 | LogP: 2.98,ACTIVE w/ NEG ATTR: CS000168898 | SMILES: C[C@H]1COC2(CCN(C(=O)c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)CC2)O1 | Attribution: -0.173 | Prediction: 0.873 | MW: 351.3,
