"rank","fragment_id","fragment_smiles","total_compounds","tp_count","tn_count","fp_count","fn_count","avg_attribution","max_attribution","activity_rate_percent","positive_appearances","total_appearances","positive_consistency_percent","min_attribution_ever","max_attribution_ever","highest_attribution_example","lowest_attribution_example","inactive_positive_attribution_example","active_negative_attribution_example"
11,205773,CNC(=O)C1=CC=CC=N1,17,17,0,0,0,0.3415,0.3601,100.00,17,17,100.0,0.305,0.360,HIGHEST ATTR (ACTIVE): CHEMBL5395483 | SMILES: CC1=CC=C(C[C@@]2(CNC(=O)C3=CC=CC=N3)CCC[C@]3(C)C4=CC=C(C(C)C)C=C4CC[C@@H]23)C=C1C | Attribution: 0.360 | Prediction: 0.966 | MW: 494.7 | LogP: 7.48,LOWEST ATTR (ACTIVE): CHEMBL5437302 | SMILES: CC(C)C1=CC=C2C(=C1)CC[C@H]1[C@@](CNC(=O)C3=CC=CC=N3)(CC3=CC=CC=C3C#N)CCC[C@]21C | Attribution: 0.305 | Prediction: 0.963 | MW: 491.7 | LogP: 6.74,,
12,205772,CC(C)C1=CC=C2C(=C1)CC[C@H]1[C@](C)(CNC(=O)C3=CC=CC=N3)CCC[C@]21C,17,17,0,0,0,0.1148,0.1324,100.00,15,17,88.2,0.088,0.132,HIGHEST ATTR (ACTIVE): CHEMBL5419643 | SMILES: COC1=CC=C(C[C@@]2(CNC(=O)C3=CC=CC=N3)CCC[C@]3(C)C4=CC=C(C(C)C)C=C4CC[C@@H]23)C=C1 | Attribution: 0.132 | Prediction: 0.971 | MW: 496.7 | LogP: 6.88,LOWEST ATTR (ACTIVE): CHEMBL5410911 | SMILES: CC(C)C1=CC=C2C(=C1)CC[C@H]1[C@@](CNC(=O)C3=CC=CC=N3)(CC3=CC=C(Cl)C=C3)CCC[C@]21C | Attribution: 0.088 | Prediction: 0.976 | MW: 501.1 | LogP: 7.52,,
13,207801,O=CSCC(=O)O,15,15,0,0,0,0.3751,0.3808,100.00,15,15,100.0,0.297,0.381,HIGHEST ATTR (ACTIVE): CHEMBL4289395 | SMILES: O=C(O)CSC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)C1=CC=CC([N+](=O)[O-])=C1 | Attribution: 0.381 | Prediction: 0.978 | MW: 427.4 | LogP: 2.76,LOWEST ATTR (ACTIVE): CHEMBL3586482 | SMILES: O=C(O)CSC(=O)[C@@H]1CCCN1C(=O)CC1=CC=CS1 | Attribution: 0.297 | Prediction: 0.951 | MW: 313.4 | LogP: 1.63,,
14,204748,CCCN[C@H](C(=O)NO)[C@@H](C)O,15,15,0,0,0,0.1617,0.2220,100.00,15,15,100.0,0.124,0.222,HIGHEST ATTR (ACTIVE): CHEMBL4077504 | SMILES: C[C@@H](O)[C@H](NC1CCC2=CC(C#CC3=CC=CC=C3)=CC=C21)C(=O)NO | Attribution: 0.222 | Prediction: 0.947 | MW: 350.4 | LogP: 1.92,LOWEST ATTR (ACTIVE): CHEMBL4078871 | SMILES: CNCCOCC1=CC=C(C#CC2=CC=C3C(=C2)CC[C@@H]3N[C@H](C(=O)NO)[C@@H](C)O)C=C1 | Attribution: 0.124 | Prediction: 0.904 | MW: 437.5 | LogP: 1.65,,
15,204986,C[C@@H](O)[C@@H](NC(=O)N1CCNCC1)C(=O)NO,14,13,1,0,0,0.1863,0.2924,92.86,13,14,92.9,-0.031,0.292,HIGHEST ATTR (ACTIVE): CHEMBL1668446 | SMILES: C[C@@H](O)[C@@H](NC(=O)N1CCN(C2=CC=C(C#CC3=CC=CS3)C=C2)CC1)C(=O)NO | Attribution: 0.292 | Prediction: 0.754 | MW: 428.5 | LogP: 1.23,LOWEST ATTR (INACTIVE): CHEMBL1668448 | SMILES: C[C@@H](O)[C@@H](NC(=O)N1CCN(C2=CC=C(C3=CN=CS3)C=C2)CC1)C(=O)NO | Attribution: -0.031 | Prediction: 0.385 | MW: 405.5 | LogP: 0.90,,
16,204988,C#CC1=CC=C(N2CCN(C(=O)N[C@@H](C(=O)NO)[C@@H](C)O)CC2)C=C1,13,13,0,0,0,0.1813,0.2385,100.00,12,13,92.3,0.028,0.238,HIGHEST ATTR (ACTIVE): CHEMBL1668459 | SMILES: C[C@@H](O)[C@@H](NC(=O)N1CCN(C2=CC=C(C#CC3=CC=C(N4CCNCC4)C=C3)C=C2)CC1)C(=O)NO | Attribution: 0.238 | Prediction: 0.754 | MW: 506.6 | LogP: 0.58,LOWEST ATTR (ACTIVE): CHEMBL1668446 | SMILES: C[C@@H](O)[C@@H](NC(=O)N1CCN(C2=CC=C(C#CC3=CC=CS3)C=C2)CC1)C(=O)NO | Attribution: 0.028 | Prediction: 0.754 | MW: 428.5 | LogP: 1.23,,
17,206248,C-C(B(O)O)-S,12,12,0,0,0,0.1934,0.2209,100.00,12,12,100.0,0.142,0.221,HIGHEST ATTR (ACTIVE): CHEMBL238243 | SMILES: CC1=CC=C2SC(B(O)O)=CC2=C1 | Attribution: 0.221 | Prediction: 0.834 | MW: 192.0 | LogP: 0.89,LOWEST ATTR (ACTIVE): CHEMBL395398 | SMILES: OB(O)C1=CC2=CC(O)=CC=C2S1 | Attribution: 0.142 | Prediction: 0.826 | MW: 194.0 | LogP: 0.29,,
18,205000,[O-][N+]C1=CC=CC=C1[N+][O-],12,12,0,0,0,0.1388,0.1842,100.00,11,12,91.7,0.098,0.184,HIGHEST ATTR (ACTIVE): CHEMBL3249541 | SMILES: COC1(C)OCC2=C1[N+]([O-])=C1C=CC=CC1=[N+]2[O-] | Attribution: 0.184 | Prediction: 0.918 | MW: 248.2 | LogP: 0.46,LOWEST ATTR (ACTIVE): CHEMBL168993 | SMILES: C=CCN1CCC2=C(C1=O)[N+]([O-])=C1C=CC=CC1=[N+]2[O-] | Attribution: 0.098 | Prediction: 0.841 | MW: 271.3 | LogP: 0.29,,
19,204750,C#CC1=CC=C2C(=C1)CC[C@@H]2N[C@H](C(=O)NO)[C@@H](C)O,11,11,0,0,0,0.1079,0.1519,100.00,6,11,54.5,0.081,0.152,HIGHEST ATTR (ACTIVE): CHEMBL4099505 | SMILES: C[C@@H](O)[C@H](N[C@H]1CCC2=CC(C#CC3=CC=C(CN4C=CN=C4CCO)C=C3)=CC=C21)C(=O)NO | Attribution: 0.152 | Prediction: 0.948 | MW: 474.6 | LogP: 1.70,LOWEST ATTR (ACTIVE): CHEMBL4081478 | SMILES: CC1=NC=CN1CC1=CC=C(C#CC2=CC=C3C(=C2)CC[C@@H]3N[C@H](C(=O)NO)[C@@H](C)O)C=C1 | Attribution: 0.081 | Prediction: 0.963 | MW: 444.5 | LogP: 2.47,,
20,205316,N=C-N,10,10,0,0,0,0.3762,0.3808,100.00,10,10,100.0,0.368,0.381,HIGHEST ATTR (ACTIVE): CHEMBL2334108 | SMILES: CCOC(=O)C1=C2NC(=N)C3=CC=CC=C3C2=NN1C1=CC=C(OC)C=C1 | Attribution: 0.381 | Prediction: 0.968 | MW: 362.4 | LogP: 3.17,LOWEST ATTR (ACTIVE): CHEMBL2334105 | SMILES: CCOC(=O)C1=C2NC(=N)C3=CC=CC=C3C2=NN1C1=CC=CC=C1 | Attribution: 0.368 | Prediction: 0.970 | MW: 332.4 | LogP: 3.16,,
21,205501,COC1=CC(=O)N(C)C2=CC=CC=C12,10,10,0,0,0,0.3303,0.3402,100.00,10,10,100.0,0.325,0.340,HIGHEST ATTR (ACTIVE): CHEMBL5265779 | SMILES: COC1=CC=C(N2CCN(CN3N=C(COC4=CC(=O)N(C)C5=CC=CC=C45)SC3=S)CC2)C=C1 | Attribution: 0.340 | Prediction: 0.976 | MW: 509.7 | LogP: 3.89,LOWEST ATTR (ACTIVE): CHEMBL5280486 | SMILES: CN1C(=O)C=C(OCC2=NN(CN3CCN(C4=CC=C(C(F)(F)F)C=C4)CC3)C(=S)O2)C2=CC=CC=C21 | Attribution: 0.325 | Prediction: 0.976 | MW: 531.6 | LogP: 4.43,,
22,205552,N=N/C1=C(C2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)N=C(N)S1,10,10,0,0,0,0.3057,0.3273,100.00,10,10,100.0,0.254,0.327,HIGHEST ATTR (ACTIVE): CHEMBL2298308 | SMILES: NC1=NC(C2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=C(/N=N/C2=CC=C(Br)C=C2)S1 | Attribution: 0.327 | Prediction: 0.923 | MW: 478.4 | LogP: 6.82,LOWEST ATTR (ACTIVE): CHEMBL2298313 | SMILES: NC1=NC(C2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=C(/N=N/C2=CC=CC=C2Cl)S1 | Attribution: 0.254 | Prediction: 0.829 | MW: 433.9 | LogP: 6.71,,
23,207325,CC1=CC=C(C2=CC=CC=C2C2=NN=NN2)C=C1,10,10,0,0,0,0.2944,0.3443,100.00,10,10,100.0,0.254,0.344,HIGHEST ATTR (ACTIVE): CHEMBL4474068 | SMILES: COC1=CC(/C=C2\SC(=O)N(CC3=CC=C(C4=CC=CC=C4C4=NN=NN4)C=C3)C2=O)=CC(OC)=C1OC | Attribution: 0.344 | Prediction: 0.920 | MW: 529.6 | LogP: 4.80,LOWEST ATTR (ACTIVE): CHEMBL4464134 | SMILES: O=C1S/C(=C\C2=CC=C(F)C=C2)C(=O)N1CC1=CC=C(C2=CC=CC=C2C2=NN=NN2)C=C1 | Attribution: 0.254 | Prediction: 0.944 | MW: 457.5 | LogP: 4.91,,
24,205313,N=C(-N)C1=CC=CC=C1,10,10,0,0,0,0.2536,0.2710,100.00,10,10,100.0,0.240,0.271,HIGHEST ATTR (ACTIVE): CHEMBL2334108 | SMILES: CCOC(=O)C1=C2NC(=N)C3=CC=CC=C3C2=NN1C1=CC=C(OC)C=C1 | Attribution: 0.271 | Prediction: 0.968 | MW: 362.4 | LogP: 3.17,LOWEST ATTR (ACTIVE): CHEMBL2334111 | SMILES: N=C1NC2=NN(C3=CC=C(Cl)C=C3)N=C2C2=CC=CC=C12 | Attribution: 0.240 | Prediction: 0.942 | MW: 295.7 | LogP: 3.03,,
25,205147,N#CC[C@@H](N)C1=CC=CC(Cl)=C1,10,10,0,0,0,0.2150,0.2715,100.00,10,10,100.0,0.182,0.272,HIGHEST ATTR (ACTIVE): CHEMBL4067803 | SMILES: CC1=CC(N2CCN(C)CC2)=C2NC(N[C@H](CC#N)C3=CC=CC(Cl)=C3)=NC2=N1 | Attribution: 0.272 | Prediction: 0.949 | MW: 409.9 | LogP: 3.74,LOWEST ATTR (ACTIVE): CHEMBL4096064 | SMILES: CC1=NC2=NC(N[C@H](CC#N)C3=CC=CC(Cl)=C3)=NN2C(NC[C@@H](N)C2=CC=CS2)=C1 | Attribution: 0.182 | Prediction: 0.952 | MW: 453.0 | LogP: 4.33,,
26,205695,CCCC[C@H](CN(O)C=O)C(=O)N[C@H](C=O)C(C)(C)C,14,10,4,0,0,0.1725,0.3808,71.43,10,14,71.4,-0.381,0.381,HIGHEST ATTR (ACTIVE): CHEMBL156201 | SMILES: CCCC[C@H](CN(O)C=O)C(=O)N[C@H](C(=O)C1=CC=C(F)C=C1)C(C)(C)C | Attribution: 0.381 | Prediction: 0.907 | MW: 380.5 | LogP: 3.19,LOWEST ATTR (INACTIVE): CHEMBL93532 | SMILES: CCCC[C@H](CN(O)C=O)C(=O)N[C@H](C(=O)N(CCC1=CC=CC=C1)CC1=CC=CC=C1)C(C)(C)C | Attribution: -0.381 | Prediction: 0.360 | MW: 495.7 | LogP: 4.44,,
27,209569,C-CC(=O)N1CCOCC1,9,9,0,0,0,0.3354,0.3661,100.00,9,9,100.0,0.284,0.366,HIGHEST ATTR (ACTIVE): CHEMBL5403801 | SMILES: CC1(C)CCC2=C(C(=O)N3CCOCC3)C=C3C(OCCSC4=CC=C([N+](=O)[O-])C=C4)=CC=CC3=C2O1 | Attribution: 0.366 | Prediction: 0.945 | MW: 522.6 | LogP: 5.50,LOWEST ATTR (ACTIVE): CHEMBL5439886 | SMILES: CC1(C)CCC2=C(C(=O)N3CCOCC3)C=C3C(OCCCOC4=CC=CC(C(=O)O)=C4)=CC=CC3=C2O1 | Attribution: 0.284 | Prediction: 0.896 | MW: 519.6 | LogP: 4.96,,
28,205454,O=C(NC1=NC=C([N+](=O)[O-])S1)C1=CC=CC=C1O,9,9,0,0,0,0.3108,0.3808,100.00,9,9,100.0,0.220,0.381,HIGHEST ATTR (ACTIVE): CHEMBL5413272 | SMILES: O=C(O)C1=CN(C2=CC=C(C(=O)NC3=NC=C([N+](=O)[O-])S3)C(O)=C2)N=N1 | Attribution: 0.381 | Prediction: 0.617 | MW: 376.3 | LogP: 1.29,LOWEST ATTR (ACTIVE): CHEMBL5435584 | SMILES: COC1=CC=C2C(=C1)C(=O)C(=O)N2CC1=CN(C2=CC=C(C(=O)NC3=NC=C([N+](=O)[O-])S3)C(O)=C2)N=N1 | Attribution: 0.220 | Prediction: 0.566 | MW: 521.5 | LogP: 2.33,,
29,205751,C[C@@](C[C@H]1CNC(=O)O1)(C(=O)NO)S(C)(=O)=O,9,9,0,0,0,0.2103,0.3347,100.00,8,9,88.9,0.076,0.335,HIGHEST ATTR (ACTIVE): CHEMBL4517452 | SMILES: CC#CC1=CC=C(N2C[C@H](C[C@](C)(C(=O)NO)S(C)(=O)=O)OC2=O)C=C1 | Attribution: 0.335 | Prediction: 0.993 | MW: 380.4 | LogP: 1.08,LOWEST ATTR (ACTIVE): CHEMBL4514246 | SMILES: C/C=C/C1=CC=C(N2C[C@H](C[C@](C)(C(=O)NO)S(C)(=O)=O)OC2=O)C=C1 | Attribution: 0.076 | Prediction: 0.980 | MW: 382.4 | LogP: 1.74,,
30,209567,C-C(C(=O)N1CCOCC1)C1=COC(C)(C)CC1,9,9,0,0,0,0.1033,0.1506,100.00,5,9,55.6,0.061,0.151,HIGHEST ATTR (ACTIVE): CHEMBL5412303 | SMILES: CC1(C)CCC2=C(C(=O)N3CCOCC3)C=C3C(OCCOC4=CC=C([N+](=O)[O-])C=C4)=CC=CC3=C2O1 | Attribution: 0.151 | Prediction: 0.943 | MW: 506.6 | LogP: 4.78,LOWEST ATTR (ACTIVE): CHEMBL4740029 | SMILES: C=CC(=O)NC1=CC=C(COC2=CC=CC3=C4OC(C)(C)CCC4=C(C(=O)N4CCOCC4)C=C23)C=C1 | Attribution: 0.061 | Prediction: 0.933 | MW: 500.6 | LogP: 5.12,,
31,207663,CCC1=CC=C(CCOC2=CC=CC=C2)N=C1,8,8,0,0,0,0.3654,0.3808,100.00,8,8,100.0,0.314,0.381,HIGHEST ATTR (ACTIVE): CHEMBL2261380 | SMILES: CCC1=CC=C(CCOC2=CC=C(C3=NOC(C(=O)OC)C3)C=C2)N=C1 | Attribution: 0.381 | Prediction: 0.951 | MW: 354.4 | LogP: 2.93,LOWEST ATTR (ACTIVE): CHEMBL2261384 | SMILES: CCC1=CC=C(CCOC2=CC=C(C3=NOC(CC4=CC=C5OCOC5=C4)C3)C=C2)N=C1 | Attribution: 0.314 | Prediction: 0.885 | MW: 430.5 | LogP: 4.73,,
32,208856,C-C-C(C1=CC=CC=C1Cl)-C,8,8,0,0,0,0.2313,0.2987,100.00,7,8,87.5,0.061,0.299,HIGHEST ATTR (ACTIVE): CHEMBL4467227 | SMILES: NCC(OC1=NOC2=CC=C(C3=CC=CC=C3Cl)C=C12)C1=CC=CC=N1 | Attribution: 0.299 | Prediction: 0.755 | MW: 365.8 | LogP: 4.62,LOWEST ATTR (ACTIVE): CHEMBL4577405 | SMILES: NC[C@H](NC1=NC=CC2=CC=C(C3=CC=CC=C3Cl)C=C12)C1=CC=CC=C1 | Attribution: 0.061 | Prediction: 0.565 | MW: 373.9 | LogP: 5.67,,
33,205781,C[C@](C)(C(=O)NO)S(C)(=O)=O,8,8,0,0,0,0.2036,0.3808,100.00,5,8,62.5,0.071,0.381,HIGHEST ATTR (ACTIVE): CHEMBL4514246 | SMILES: C/C=C/C1=CC=C(N2C[C@H](C[C@](C)(C(=O)NO)S(C)(=O)=O)OC2=O)C=C1 | Attribution: 0.381 | Prediction: 0.980 | MW: 382.4 | LogP: 1.74,LOWEST ATTR (ACTIVE): CHEMBL4517452 | SMILES: CC#CC1=CC=C(N2C[C@H](C[C@](C)(C(=O)NO)S(C)(=O)=O)OC2=O)C=C1 | Attribution: 0.071 | Prediction: 0.993 | MW: 380.4 | LogP: 1.08,,
34,209939,C#CC1=CC=C(OCC2(C(=O)NO)CCOCC2)C=C1,8,8,0,0,0,0.1908,0.2357,100.00,8,8,100.0,0.131,0.236,HIGHEST ATTR (ACTIVE): CHEMBL3356187 | SMILES: O=C(NO)C1(COC2=CC=C(C#CC3=CC=C(CN4CCOCC4)C=C3)C=C2)CCOCC1 | Attribution: 0.236 | Prediction: 0.948 | MW: 450.5 | LogP: 2.60,LOWEST ATTR (ACTIVE): CHEMBL3356583 | SMILES: O=C(NO)C1(COC2=CC=C(C#CC3=CC=C(CN4CCN(CCN5C=CN=C5)CC4)C=C3)C=C2)CCOCC1 | Attribution: 0.131 | Prediction: 0.953 | MW: 543.7 | LogP: 2.78,,
35,209076,NC1=NC2=NC(N)=NC=C2C=C1,8,8,0,0,0,0.1725,0.2375,100.00,8,8,100.0,0.125,0.238,HIGHEST ATTR (ACTIVE): CHEMBL57531 | SMILES: NC1=NC=C2C=C(C3=C(Br)C=CC=C3Br)C(N)=NC2=N1 | Attribution: 0.238 | Prediction: 0.887 | MW: 395.1 | LogP: 3.38,LOWEST ATTR (ACTIVE): CHEMBL4551132 | SMILES: NC1=NC=C2C=C(C3=CC=CC=C3C3=CC=CN=C3)C(N)=NC2=N1 | Attribution: 0.125 | Prediction: 0.624 | MW: 314.4 | LogP: 2.92,,
36,208912,NC1=NC=C2C=C(C3=C(Cl)C=CC=C3Cl)C=NC2=N1,8,8,0,0,0,0.1205,0.1661,100.00,5,8,62.5,0.063,0.166,HIGHEST ATTR (ACTIVE): CHEMBL4459017 | SMILES: NCC1CCN(C2=NC3=NC(N)=NC=C3C=C2C2=C(Cl)C=CC=C2Cl)C1 | Attribution: 0.166 | Prediction: 0.960 | MW: 389.3 | LogP: 3.37,LOWEST ATTR (ACTIVE): CHEMBL4582507 | SMILES: NC(=O)C1CCN(C2=NC3=NC(N)=NC=C3C=C2C2=C(Cl)C=CC=C2Cl)C1 | Attribution: 0.063 | Prediction: 0.809 | MW: 403.3 | LogP: 2.89,,
37,207664,CCC1=CC=C(CCO)N=C1,8,8,0,0,0,0.1103,0.1456,100.00,5,8,62.5,0.072,0.146,HIGHEST ATTR (ACTIVE): CHEMBL2261383 | SMILES: CCC1=CC=C(CCOC2=CC=C(C3=NOC(CO)C3)C=C2)N=C1 | Attribution: 0.146 | Prediction: 0.952 | MW: 326.4 | LogP: 2.75,LOWEST ATTR (ACTIVE): CHEMBL2261386 | SMILES: CCC1=CC=C(CCOC2=CC=C(C3=NOC(CC4=CC=C(O)C(OC)=C4)C3)C=C2)N=C1 | Attribution: 0.072 | Prediction: 0.958 | MW: 432.5 | LogP: 4.72,,
38,207016,CC[N+](C)C,7,7,0,0,0,0.3700,0.3749,100.00,7,7,100.0,0.353,0.375,HIGHEST ATTR (ACTIVE): CHEMBL4878005 | SMILES: CCOC1=CC=C(/C=C/C(=O)CC2C3=C(OC)C4=C(C=C3CC[N+]2(C)C)OCO4)C=C1 | Attribution: 0.375 | Prediction: 0.868 | MW: 424.5 | LogP: 4.17,LOWEST ATTR (ACTIVE): CHEMBL4865755 | SMILES: CCCC1=CC=C(C(=O)CC2C3=C(OC)C4=C(C=C3CC[N+]2(C)C)OCO4)C=C1 | Attribution: 0.353 | Prediction: 0.819 | MW: 396.5 | LogP: 4.32,,
