"rank","fragment_id","fragment_smiles","total_compounds","tp_count","tn_count","fp_count","fn_count","avg_attribution","max_attribution","activity_rate_percent","positive_appearances","total_appearances","positive_consistency_percent","min_attribution_ever","max_attribution_ever","highest_attribution_example","lowest_attribution_example","inactive_positive_attribution_example","active_negative_attribution_example"
12,8864,CCCC1=CC(N2C[C@H](CNC(C)=O)OC2=O)=CC=C1,38,38,0,0,0,0.1055,0.1878,100.00,23,38,60.5,-0.010,0.188,HIGHEST ATTR (ACTIVE): CHEMBL250547 | SMILES: CC(=O)NC[C@H]1CN(C2=CC=C3C(=C2)CCCC2=C3NN=C2NCCCN)C(=O)O1 | Attribution: 0.188 | Prediction: 0.925 | MW: 412.5 | LogP: 1.79,LOWEST ATTR (ACTIVE): CHEMBL392018 | SMILES: CC(=O)NC[C@H]1CN(C2=CC=C3C(=C2)CCCC2=C3NN=C2C2=NN(C)C(C)=C2)C(=O)O1 | Attribution: -0.010 | Prediction: 0.867 | MW: 434.5 | LogP: 2.74,,ACTIVE w/ NEG ATTR: CHEMBL392018 | SMILES: CC(=O)NC[C@H]1CN(C2=CC=C3C(=C2)CCCC2=C3NN=C2C2=NN(C)C(C)=C2)C(=O)O1 | Attribution: -0.010 | Prediction: 0.867 | MW: 434.5
13,7669,CSC1=NC(=O)C2=CC(Cl)=CC([N+](=O)[O-])=C2S1,37,37,0,0,0,0.1583,0.2801,100.00,33,37,89.2,0.063,0.280,HIGHEST ATTR (ACTIVE): CHEMBL5206799 | SMILES: NS(=O)(=O)C1=CC=CC(N2C=C(CSC3=NC(=O)C4=CC(Cl)=CC([N+](=O)[O-])=C4S3)N=N2)=C1 | Attribution: 0.280 | Prediction: 0.919 | MW: 511.0 | LogP: 2.74,LOWEST ATTR (ACTIVE): CHEMBL5192213 | SMILES: N#CC1=CC=CC(N2C=C(CSC3=NC(=O)C4=CC(Cl)=CC([N+](=O)[O-])=C4S3)N=N2)=C1 | Attribution: 0.063 | Prediction: 0.977 | MW: 456.9 | LogP: 3.96,,
14,11642,CCNC(=O)NC1=NC2=CC=CC(C3=CC=CC=N3)=C2S1,36,36,0,0,0,0.1487,0.2111,100.00,30,36,83.3,0.056,0.211,HIGHEST ATTR (ACTIVE): CHEMBL3322028 | SMILES: CCNC(=O)NC1=NC2=CC(C3=CN=C([C@@H](O)[C@@H](O)C(F)(F)F)N=C3)=CC(C3=CC=CC=N3)=C2S1 | Attribution: 0.211 | Prediction: 0.983 | MW: 504.5 | LogP: 3.91,LOWEST ATTR (ACTIVE): CHEMBL3094349 | SMILES: CCNC(=O)NC1=NC2=CC(C3=CN=C(N4CCC(C(=O)O)CC4)N=C3)=CC(C3=CC=CC=N3)=C2S1 | Attribution: 0.056 | Prediction: 0.977 | MW: 503.6 | LogP: 4.26,,
15,6111,O=C1O[C@@H](CO)[C@@H]2COC3=CC=CC=C3N12,36,36,0,0,0,0.1028,0.1973,100.00,21,36,58.3,-0.028,0.197,HIGHEST ATTR (ACTIVE): CHEMBL2322952 | SMILES: C[C@@H](O)C(=O)C1=CC=C(C2=CC=C3C(=C2)OC[C@H]2[C@H](CO)OC(=O)N32)C=N1 | Attribution: 0.197 | Prediction: 0.976 | MW: 370.4 | LogP: 1.39,LOWEST ATTR (ACTIVE): CHEMBL2323191 | SMILES: N#CC1=CC=C(C2=CC=C3C(=C2)OC[C@H]2[C@H](CO)OC(=O)N32)C=N1 | Attribution: -0.028 | Prediction: 0.785 | MW: 323.3 | LogP: 1.70,,ACTIVE w/ NEG ATTR: CHEMBL2323191 | SMILES: N#CC1=CC=C(C2=CC=C3C(=C2)OC[C@H]2[C@H](CO)OC(=O)N32)C=N1 | Attribution: -0.028 | Prediction: 0.785 | MW: 323.3
16,7165,CNCCCNC1=CC(O)=C2C=CC=CC2=N1,34,34,0,0,0,0.3643,0.3808,100.00,34,34,100.0,0.228,0.381,HIGHEST ATTR (ACTIVE): CHEMBL161152 | SMILES: CCOC1=C(C)C=C(SC)C=C1CNCCCNC1=CC(O)=C2C=CC=CC2=N1 | Attribution: 0.381 | Prediction: 0.971 | MW: 411.6 | LogP: 4.96,LOWEST ATTR (ACTIVE): CHEMBL345835 | SMILES: C=CCC1=CC(I)=CC(CNCCCNC2=CC(O)=C3C=CC=CC3=N2)=C1OCC | Attribution: 0.228 | Prediction: 0.989 | MW: 517.4 | LogP: 5.26,,
17,17545,CC(C)(O)C(C)(C)OBOC(C)(C)C(C)(C)O,29,29,0,0,0,0.3747,0.3808,100.00,29,29,100.0,0.279,0.381,HIGHEST ATTR (ACTIVE): CHEMBL3236621 | SMILES: CC(C)(O)C(C)(C)OB(OC(C)(C)C(C)(C)O)C1=CC=C(F)N=C1 | Attribution: 0.381 | Prediction: 0.998 | MW: 341.2 | LogP: 2.05,LOWEST ATTR (ACTIVE): CHEMBL3236619 | SMILES: CC(C)(O)C(C)(C)OB(OC(C)(C)C(C)(C)O)C1=CC=C(OCC2=CC=CC=C2)N=C1 | Attribution: 0.279 | Prediction: 0.996 | MW: 429.4 | LogP: 3.49,,
18,18404,C/N=C(/C)S,28,28,0,0,0,0.2167,0.3106,100.00,28,28,100.0,0.162,0.311,HIGHEST ATTR (ACTIVE): CHEMBL205216 | SMILES: C/C(S)=N/C[C@H]1CN(C2=CC=C(N3CCN(CC(=N)NO)CC3)C(F)=C2)C(=O)O1 | Attribution: 0.311 | Prediction: 0.999 | MW: 424.5 | LogP: 1.58,LOWEST ATTR (ACTIVE): CHEMBL213857 | SMILES: C/C(S)=N/C[C@H]1CN(C2=CC=C(N3CCN(C(=O)/C=C/C4=CC=C([N+](=O)[O-])O4)CC3)C(F)=C2)C(=O)O1 | Attribution: 0.162 | Prediction: 0.997 | MW: 517.5 | LogP: 3.36,,
19,7442,C=C(\C#N)S(C)(=O)=O,27,27,0,0,0,0.2514,0.3417,100.00,27,27,100.0,0.191,0.342,HIGHEST ATTR (ACTIVE): CHEMBL4534470 | SMILES: CS(=O)(=O)/C(C#N)=C/C1=CC(C2=CC=NC3=CC=CC=C23)=CC=C1F | Attribution: 0.342 | Prediction: 0.975 | MW: 352.4 | LogP: 3.95,LOWEST ATTR (ACTIVE): CHEMBL4540459 | SMILES: CS(=O)(=O)/C(C#N)=C/C1=CC(C2=CC=C3C=CC=CC3=N2)=CC=C1F | Attribution: 0.191 | Prediction: 0.993 | MW: 352.4 | LogP: 3.95,,
20,30719,FC1=C2C(=CC=C1)OC[C@@H]1CCCN21,27,27,0,0,0,0.1937,0.3274,100.00,26,27,96.3,0.093,0.327,HIGHEST ATTR (ACTIVE): CHEMBL127778 | SMILES: O=C(CCl)NC[C@H]1CN(C2=CC(F)=C3C(=C2)OC[C@@H]2CCCN32)C(=O)O1 | Attribution: 0.327 | Prediction: 0.953 | MW: 383.8 | LogP: 1.87,LOWEST ATTR (ACTIVE): CHEMBL423695 | SMILES: CCCCCCC(=O)NC[C@H]1CN(C2=CC(F)=C3C(=C2)OC[C@@H]2CCCN32)C(=O)O1 | Attribution: 0.093 | Prediction: 0.880 | MW: 419.5 | LogP: 3.60,,
21,14292,CCC1=CC=NC2=CC=C(OC)C=C12,32,27,5,0,0,0.1655,0.3548,84.38,24,32,75.0,-0.275,0.355,HIGHEST ATTR (ACTIVE): CHEMBL4781609 | SMILES: COC1=CC=C2N=CC=C(CC[C@H]3OC[C@H](NC(=O)C4=CC=C(Cl)C=C4)CO3)C2=C1 | Attribution: 0.355 | Prediction: 0.903 | MW: 426.9 | LogP: 4.00,LOWEST ATTR (INACTIVE): CHEMBL4748600 | SMILES: COC1=CC=C2N=CC=C(CC[C@H]3OC[C@H](NC(=O)C4CC5=CC=CC=C5CO4)CO3)C2=C1 | Attribution: -0.275 | Prediction: 0.066 | MW: 448.5 | LogP: 3.18,,
22,16418,C-CCC[N+]-C,26,26,0,0,0,0.3762,0.3808,100.00,26,26,100.0,0.360,0.381,HIGHEST ATTR (ACTIVE): CHEMBL4292360 | SMILES: COC1=CC=C2C(=C1OC)C=[N+]1CCC3=C4C(=C5OCOC5=C3)C(C(C)C3=CC=CC=C3)=CC2=C41 | Attribution: 0.381 | Prediction: 0.913 | MW: 464.5 | LogP: 5.89,LOWEST ATTR (ACTIVE): CHEMBL4281740 | SMILES: COC1=CC=C2C(=C1OC)C=[N+]1CCC3=C4C(=C5OCOC5=C3)C(CC3=CC=NC=C3)=CC2=C41 | Attribution: 0.360 | Prediction: 0.893 | MW: 451.5 | LogP: 4.72,,
23,6938,C-C(C1=CC=CN=C1)-C,29,25,4,0,0,0.3637,0.3808,86.21,29,29,100.0,0.295,0.381,HIGHEST ATTR (ACTIVE): CHEMBL565765 | SMILES: CCNC(=O)NC1=CN2C(C3=NC=CC=N3)=CC(C3=CC=CN=C3)=CC2=N1 | Attribution: 0.381 | Prediction: 0.974 | MW: 359.4 | LogP: 2.99,LOWEST ATTR (INACTIVE): CHEMBL474605 | SMILES: CCNC(=O)NC1=NN2C(C3=CC=CC(C(C)=O)=C3)=CC(C3=CC=CN=C3)=CC2=N1 | Attribution: 0.295 | Prediction: 0.091 | MW: 400.4 | LogP: 3.80,INACTIVE w/ POS ATTR: CHEMBL481498 | SMILES: CCNC(=O)NC1=NN2C(C3=CC=CC(N(C)C)=C3)=CC(C3=CC=CN=C3)=CC2=N1 | Attribution: 0.381 | Prediction: 0.173 | MW: 401.5,
24,2590,CNC(=S)OC,25,25,0,0,0,0.3298,0.3726,100.00,25,25,100.0,0.197,0.373,HIGHEST ATTR (ACTIVE): CHEMBL2437327 | SMILES: COC(=S)NC[C@H]1CN(C2=CC(F)=C(N3CCON(C(N)=O)CC3)C(F)=C2)C(=O)O1 | Attribution: 0.373 | Prediction: 0.980 | MW: 445.4 | LogP: 0.94,LOWEST ATTR (ACTIVE): CHEMBL2437336 | SMILES: COC(=S)NC[C@H]1CN(C2=CC(F)=C(N3CCN4C(=O)C5=CC=CN=C5N4CC3)C(F)=C2)C(=O)O1 | Attribution: 0.197 | Prediction: 0.960 | MW: 504.5 | LogP: 1.84,,
25,44237,C-C(C(=O)O)-C(=O)-N[C@@H](C)CO,25,25,0,0,0,0.1087,0.2077,100.00,14,25,56.0,0.046,0.208,HIGHEST ATTR (ACTIVE): CHEMBL4849945 | SMILES: C[C@H]1COC2=C3C(=CC(F)=C2N2C[C@@H]4CCCN[C@@H]4C2)C=C(C(=O)O)C(=O)N31 | Attribution: 0.208 | Prediction: 0.994 | MW: 387.4 | LogP: 1.98,LOWEST ATTR (ACTIVE): CHEMBL4860370 | SMILES: C[C@H]1COC2=C3C(=C(C#N)C(F)=C2N2CC[C@@H](C4(N)CC4)C2)C=C(C(=O)O)C(=O)N31 | Attribution: 0.046 | Prediction: 0.994 | MW: 412.4 | LogP: 1.98,,
26,1894,NC1=CC=C2CCCC2=C1,23,21,2,0,0,0.2929,0.3808,91.30,20,23,87.0,-0.118,0.381,HIGHEST ATTR (ACTIVE): CHEMBL521138 | SMILES: CCOC(=O)CN1C(=O)C=C(NC2=CC=C3CCCC3=C2)NC1=O | Attribution: 0.381 | Prediction: 0.910 | MW: 329.4 | LogP: 1.33,LOWEST ATTR (INACTIVE): CHEMBL204242 | SMILES: NC1=NC(NC2=CC=C3CCCC3=C2)=NC(O)=C1CCCC1=CC=CC=C1 | Attribution: -0.118 | Prediction: 0.333 | MW: 360.5 | LogP: 4.17,INACTIVE w/ POS ATTR: CHEMBL381815 | SMILES: NCCCC1=C(O)N=C(NC2=CC=C3CCCC3=C2)N=C1O | Attribution: 0.011 | Prediction: 0.281 | MW: 300.4,
27,8688,CC(=O)NC[C@H]1CN(C2=CC=C(C)C(F)=C2)C(=O)O1,21,21,0,0,0,0.1830,0.2633,100.00,21,21,100.0,0.127,0.263,HIGHEST ATTR (ACTIVE): CHEMBL204594 | SMILES: CC(=O)NC[C@H]1CN(C2=CC=C([C@H]3[C@@H]4CN(C(=N)NC#N)C[C@@H]43)C(F)=C2)C(=O)O1 | Attribution: 0.263 | Prediction: 0.997 | MW: 400.4 | LogP: 0.94,LOWEST ATTR (ACTIVE): CHEMBL381140 | SMILES: CC(=O)NC[C@H]1CN(C2=CC=C([C@H]3[C@@H]4CNC[C@@H]43)C(F)=C2)C(=O)O1 | Attribution: 0.127 | Prediction: 0.977 | MW: 333.4 | LogP: 1.22,,
28,37957,C#CCONC(=O)O,21,21,0,0,0,0.1706,0.3118,100.00,19,21,90.5,-0.014,0.312,HIGHEST ATTR (ACTIVE): CHEMBL42232 | SMILES: C#CCONC(=O)O[C@H]1[C@@H](O)[C@H](OC2=CC=C3C(=O)C(C(=O)NOC)=C(O)OC3=C2C)OC(C)(C)[C@@H]1OC | Attribution: 0.312 | Prediction: 0.981 | MW: 536.5 | LogP: 0.65,LOWEST ATTR (ACTIVE): CHEMBL47799 | SMILES: C#CCONC(=O)O[C@H]1[C@@H](O)[C@H](OC2=CC=C3C(O)=C(/C(C)=N/OC)C(=O)OC3=C2C)O[C@@H](CC)[C@@H]1OC | Attribution: -0.014 | Prediction: 0.967 | MW: 534.5 | LogP: 1.73,,ACTIVE w/ NEG ATTR: CHEMBL47799 | SMILES: C#CCONC(=O)O[C@H]1[C@@H](O)[C@H](OC2=CC=C3C(O)=C(/C(C)=N/OC)C(=O)OC3=C2C)O[C@@H](CC)[C@@H]1OC | Attribution: -0.014 | Prediction: 0.967 | MW: 534.5
29,27680,O=CC1=COC=N1,20,20,0,0,0,0.3489,0.3657,100.00,20,20,100.0,0.307,0.366,HIGHEST ATTR (ACTIVE): CHEMBL4782308 | SMILES: CC1=C(C2=CC(F)=C(CO)C=C2F)C=CC2=C1N(C1CC1)C(=O)C1=C2OC=N1 | Attribution: 0.366 | Prediction: 0.981 | MW: 382.4 | LogP: 4.22,LOWEST ATTR (ACTIVE): CHEMBL4760468 | SMILES: CC1=C(C2=CC(F)=C(C(=O)O)C=C2F)C=CC2=C1N(C1CC1)C(=O)C1=C2OC=N1 | Attribution: 0.307 | Prediction: 0.990 | MW: 396.3 | LogP: 4.43,,
30,5922,CSC1OC(C(NC=O)C(C)Cl)C(O)C(O)C1O,35,20,15,0,0,0.2604,0.3808,57.14,28,35,80.0,-0.159,0.381,HIGHEST ATTR (ACTIVE): CHEMBL70673 | SMILES: CSC1OC(C(NC(=O)[C@H]2NCCCC2C)C(C)Cl)C(O)C(O)C1O | Attribution: 0.381 | Prediction: 0.849 | MW: 396.9 | LogP: -0.34,LOWEST ATTR (INACTIVE): CHEMBL71127 | SMILES: CSC1OC(C(NC(=O)C2=CC=CC(C)=N2)C(C)Cl)C(O)C(O)C1O | Attribution: -0.159 | Prediction: 0.060 | MW: 390.9 | LogP: 0.29,INACTIVE w/ POS ATTR: CHEMBL71118 | SMILES: CSC1OC(C(NC(=O)[C@@H]2CCCNC2)C(C)Cl)C(O)C(O)C1O | Attribution: 0.381 | Prediction: 0.312 | MW: 382.9,
31,12017,FC1=CC=CC=C1C1=CCOCC1,18,18,0,0,0,0.3309,0.3808,100.00,18,18,100.0,0.169,0.381,HIGHEST ATTR (ACTIVE): CHEMBL131811 | SMILES: CC(=O)NC[C@H]1CN(C2=CC=C(C3=CCOCC3)C(F)=C2)C(=O)O1 | Attribution: 0.381 | Prediction: 0.975 | MW: 334.3 | LogP: 2.09,LOWEST ATTR (ACTIVE): CHEMBL335673 | SMILES: CC1=NN=C(OC[C@H]2CN(C3=CC=C(C4=CCOCC4)C(F)=C3)C(=O)O2)O1 | Attribution: 0.169 | Prediction: 0.874 | MW: 375.4 | LogP: 2.73,,
32,1009,CN1C(C(N)=O)=CC(Br)=C1Br,18,18,0,0,0,0.3083,0.3399,100.00,18,18,100.0,0.262,0.340,HIGHEST ATTR (ACTIVE): CHEMBL2203861 | SMILES: CN1C(C(=O)NN2C(=O)CCSC2C2=CC=CC=C2)=CC(Br)=C1Br | Attribution: 0.340 | Prediction: 0.971 | MW: 473.2 | LogP: 3.86,LOWEST ATTR (ACTIVE): CHEMBL2203855 | SMILES: COC1=CC=C(C2SCC(=O)N2NC(=O)C2=CC(Br)=C(Br)N2C)C(O)=C1 | Attribution: 0.262 | Prediction: 0.977 | MW: 505.2 | LogP: 3.18,,
33,44240,O=C-C(C(=O)O)-C-C-C-CF,18,18,0,0,0,0.2896,0.3231,100.00,18,18,100.0,0.247,0.323,HIGHEST ATTR (ACTIVE): CHEMBL4872455 | SMILES: C[C@H]1COC2=C3C(=CC(F)=C2N2CC(CN)C4(CCC4)C2)C=C(C(=O)O)C(=O)N31 | Attribution: 0.323 | Prediction: 0.998 | MW: 401.4 | LogP: 2.36,LOWEST ATTR (ACTIVE): CHEMBL4854726 | SMILES: C[C@H]1COC2=C3C(=CC(F)=C2N2C[C@H]4C[C@@H](OC(F)F)C[C@@H](N)[C@H]4C2)C=C(C(=O)O)C(=O)N31 | Attribution: 0.247 | Prediction: 0.999 | MW: 467.4 | LogP: 2.57,,
34,13826,C-C-C(NC(=O)C1=CC=C(CCCCC)C=C1)-C,19,18,1,0,0,0.2880,0.3657,94.74,19,19,100.0,0.154,0.366,HIGHEST ATTR (ACTIVE): CHEMBL3218053 | SMILES: CCCCCCN1C(N)=NC2=CC(NC(=O)C3=CC=C(CCCCC)C=C3)=CC=C21 | Attribution: 0.366 | Prediction: 0.713 | MW: 406.6 | LogP: 6.18,LOWEST ATTR (ACTIVE): CHEMBL3218071 | SMILES: CCCCCC1=CC=C(C(=O)NC2=CC=C3C(=C2)N=C(N)N3CCCCC2=CNC3=CC=CC=C23)C=C1 | Attribution: 0.154 | Prediction: 0.733 | MW: 493.7 | LogP: 7.11,INACTIVE w/ POS ATTR: CHEMBL3218055 | SMILES: CCCCCCCCCCCCN1C(N)=NC2=CC(NC(=O)C3=CC=C(CCCCC)C=C3)=CC=C21 | Attribution: 0.231 | Prediction: 0.353 | MW: 490.7,
35,4520,O=C/C=C/C1=CN=C2NC(=O)CCC2=C1,18,18,0,0,0,0.1692,0.2437,100.00,17,18,94.4,0.091,0.244,HIGHEST ATTR (ACTIVE): CHEMBL3322675 | SMILES: O=C1CCC2=CC(/C=C/C(=O)N3CC(OCC4=CC=CC=C4)C3)=CN=C2N1 | Attribution: 0.244 | Prediction: 0.988 | MW: 363.4 | LogP: 2.41,LOWEST ATTR (ACTIVE): CHEMBL3322717 | SMILES: CC1=C(C2CN(C(=O)/C=C/C3=CN=C4NC(=O)CCC4=C3)C2)SC2=CC=CC=C12 | Attribution: 0.091 | Prediction: 0.975 | MW: 403.5 | LogP: 4.13,,
36,30409,CCCSC=S,17,17,0,0,0,0.3373,0.3760,100.00,17,17,100.0,0.281,0.376,HIGHEST ATTR (ACTIVE): CHEMBL1423917 | SMILES: CCCSC(=S)C1=C(O)N(C2=CC=CC=C2)N=C1C | Attribution: 0.376 | Prediction: 0.992 | MW: 292.4 | LogP: 3.71,LOWEST ATTR (ACTIVE): CHEMBL4281054 | SMILES: CCCSC(=S)C1=C(O)N(C2=CC=C(C#N)C=C2)N=C1C | Attribution: 0.281 | Prediction: 0.993 | MW: 317.4 | LogP: 3.58,,
